CODE,ESYMBOL,EXCHANGE,GUSHU,GUSHUBIJIAO,NAME,REPORTDATE,RN,SCSTC27,SHANGQIGUSHU,SHANGQISHIZHI,SHANGQISHULIANG,SHIZHI,SHULIANG,SHULIANGBIJIAO,SNAME,stockid
0600567,600567,CNSESH,84743163,78365763,,2019-06-30,1051,0.01844011,638,25254504,16,285584459.30999999953,121,105,山鹰国际,600567
1002056,002056,CNSESZ,30238992,30210292,,2019-06-30,1053,0.01839802,3,200326,1,229816339.199999993221,122,121,横店东磁,002056
0600499,600499,CNSESH,28903802,28858002,,2019-06-30,1054,0.01832596,5,246862,2,126598652.760000000945,74,72,科达制造,600499
1002294,002294,CNSESZ,19080133,16962772,,2019-06-30,1057,0.01824077,212,57571045.59000000038,15,427013376.5400000021203,225,210,信立泰,002294
1002197,002197,CNSESZ,9386969,8531169,,2019-06-30,1059,0.01822157,86,8044520,1,71153225.02000000043,35,34,证通电子,002197
1300150,300150,CNSESZ,10393271,10061471,,2019-06-30,1060,0.01819591,33,1881306,4,47393315.760000000266,53,49,世纪瑞尔,300150
1300261,300261,CNSESZ,17469990,16241390,,2019-06-30,1061,0.01813539,123,7138166,4,90494548.200000003,22,18,雅本化学,300261
1002085,002085,CNSESZ,38996896,38894396,,2019-06-30,1070,0.01783221,10,829225,3,283897402.880000000668402,117,114,万丰奥威,002085
0600017,600017,CNSESH,54844442,50482442,,2019-06-30,1071,0.0178318,436,15834060,8,172759992.299999996158,123,115,日照港,600017
1300762,300762,CNSESZ,1925000,1512380,,2019-06-30,1073,0.01782045,41,27600151.79999999839,345,111650000,59,-286,上海瀚讯,300762
0600478,600478,CNSESH,28558801,23091398,,2019-06-30,1074,0.01780328,547,31710937.4,7,159643697.59000000139,70,63,科力远,600478
1300677,300677,CNSESZ,5762669,5536717,,2019-06-30,1076,0.01775491,23,4288568.95999999996,5,92548464.139999996149,33,28,英科医疗,300677
1000937,000937,CNSESZ,51465560,49121231,,2019-06-30,1077,0.01770645,234,10174387.8600000003,3,198657061.600000002367,113,110,冀中能源,000937
0603727,603727,CNSESH,4140633,4120633,,2019-06-30,1078,0.01768034,2,291600,2,67616536.889999997,11,9,博迈科,603727
0600316,600316,CNSESH,12642270,11729670,,2019-06-30,1079,0.01762936,91,15067026,8,180910883.700000000434,72,64,洪都航空,600316
1300266,300266,CNSESZ,26975407,26418007,,2019-06-30,1082,0.0174155,56,2430264,6,122468347.77999999739,76,70,兴源环境,300266
1002171,002171,CNSESZ,21052409,9092277,,2019-06-30,1084,0.01740363,"1,196",80730891,1,133893321.240000001997,25,24,楚江新材,002171
0600277,600277,CNSESH,46991573,45388464,,2019-06-30,1086,0.01715685,160,11622540.25,3,228848960.510000000689,90,87,亿利洁能,600277
1002886,002886,CNSESZ,2008440,-879710,,2019-06-30,1090,0.01702006,289,67813762,7,43382304,11,4,沃特股份,002886
0600284,600284,CNSESH,16490565,1963158,,2019-06-30,1092,0.0169961,"1,453",114330693.089999995,5,126977350.500000001124,41,36,浦东建设,600284
1002416,002416,CNSESZ,20974836,20937500,,2019-06-30,1094,0.01692499,4,234096.72,2,131092725,112,110,爱施德,002416
0600160,600160,CNSESH,45644046,33086416,,2019-06-30,1096,0.01690679,"1,256",108246770.6000000006,20,324529167.05999999793987,148,128,巨化股份,600160
1000719,000719,CNSESZ,11258999,9569399,,2019-06-30,1097,0.01687633,169,14767104,6,79938892.89999999966998,68,62,中原传媒,000719
0603888,603888,CNSESH,8600259,7614624,,2019-06-30,1108,0.01656989,99,24128344.8000000003,8,171661169.6399999970901,125,117,新华网,603888
1000731,000731,CNSESZ,9657620,8129620,,2019-06-30,1109,0.01632777,153,10650160,1,56110772.1999999961,20,19,四川美丰,000731
1300177,300177,CNSESZ,11013131,10633131,,2019-06-30,1111,0.01613891,38,5168000,2,96034502.3199999992,29,27,中海达,300177
0600781,600781,CNSESH,6033882,5149382,,2019-06-30,1112,0.01612203,88,12957925,4,66553718.46,48,44,*ST辅仁,600781
0600391,600391,CNSESH,5318725,5172125,,2019-06-30,1114,0.01611103,15,2461414,2,79195815.250000001696,23,21,航发科技,600391
1000521,000521,CNSESZ,14105047,10118664,,2019-06-30,1115,0.01610204,399,15507029.869999999,2,50213967.31999999928,17,15,长虹美菱,000521
0603030,603030,CNSESH,8616220,8403820,,2019-06-30,1117,0.01601181,21,1567512,3,53851375,14,11,全筑股份,603030
1002582,002582,CNSESZ,8251648,7072348,,2019-06-30,1118,0.01600136,118,12123204,5,74759930.88000000003,28,23,好想你,002582
0600808,600808,CNSESH,94862342,94619942,,2019-06-30,1121,0.01589583,24,942936,2,323480586.22000000070402,132,130,马钢股份,600808
0600094,600094,CNSESH,36184181,33467096,,2019-06-30,1122,0.01589392,272,19590182.85000000102,10,227598498.490000001664,97,87,大名城,600094
0600648,600648,CNSESH,14710030,14682230,,2019-06-30,1125,0.01573616,3,495118,2,308616429.399999994764,96,94,外高桥,600648
0600708,600708,CNSESH,34817777,32408211,,2019-06-30,1126,0.01564649,241,12457456.2199999997,4,194283195.6599999971612,49,45,光明地产,600708
1300233,300233,CNSESZ,6037414,5962014,,2019-06-30,1132,0.01541927,8,1400178,2,111227031.680000001002,29,27,金城医药,300233
0603919,603919,CNSESH,7523052,7476152,,2019-06-30,1137,0.01531232,5,745241,3,115779770.279999996777,34,31,金徽酒,603919
1300648,300648,CNSESZ,2049270,1743770,,2019-06-30,1140,0.01513493,31,6259695,2,42440381.7,18,16,星云股份,300648
1000813,000813,CNSESZ,33407632,28764532,,2019-06-30,1142,0.01504937,464,66024882,10,254566155.839999995569,85,75,德展健康,000813
1002235,002235,CNSESZ,8619296,5429015,,2019-06-30,1145,0.01501016,319,26925971.6399999997,4,75591225.9199999991,17,13,安妮股份,002235
0600123,600123,CNSESH,16915717,6264047,,2019-06-30,1148,0.01480718,"1,065",85639426.8,6,123823048.440000002297,53,47,兰花科创,600123
0600705,600705,CNSESH,129985536,96292537,,2019-06-30,1153,0.01462641,"3,369",199125624.09,10,704521605.11999999688088,227,217,中航资本,600705
1002285,002285,CNSESZ,29722516,28922516,,2019-06-30,1154,0.01461586,80,4832000,2,134048547.159999999007,97,95,世联行,002285
1000559,000559,CNSESZ,40109544,40074644,,2019-06-30,1155,0.01456855,3,235226,1,239855073.1199999960177,134,133,万向钱潮,000559
1000021,000021,CNSESZ,21401020,9081251,,2019-06-30,1156,0.01454606,"1,232",115559433.22,5,173990292.599999995734,114,109,深科技,000021
1002717,002717,CNSESZ,21490576,17890576,,2019-06-30,1158,0.0144556,360,33804000,3,107726003.03999999975991,49,46,岭南股份,002717
1002189,002189,CNSESZ,3175669,2832569,,2019-06-30,1161,0.01429951,34,9291148,3,72214713.059999999,36,33,中光学,002189
0601908,601908,CNSESH,28488777,27012274,,2019-06-30,1162,0.01429429,148,6142252.4800000004,1,99425831.729999999299002,52,51,京运通,601908
1300224,300224,CNSESZ,11416310,4872310,,2019-06-30,1170,0.01391865,654,45480800,3,101262669.70000000013998,28,25,正海磁材,300224
0603077,603077,CNSESH,121894409,121874809,,2019-06-30,1171,0.01380262,2,38612,2,231599377.10000000016001,79,77,和邦生物,603077
1000826,000826,CNSESZ,19599490,17307050,,2019-06-30,1173,0.01370039,229,35509895.5999999996,5,231077987.09999999893908,124,119,启迪环境,000826
0600129,600129,CNSESH,7379070,7287870,,2019-06-30,1177,0.01356718,9,1013232,2,77701607.099999998978,45,43,太极集团,600129
0603025,603025,CNSESH,12146028,10375376,,2019-06-30,1181,0.01322622,177,20628095.8000000008,4,124375326.72000000322026,107,103,大豪科技,603025
0603858,603858,CNSESH,15087982,14613040,,2019-06-30,1182,0.01321675,47,13759069.74000000005,9,388817296.1400000034462,185,176,步长制药,603858
1002002,002002,CNSESZ,33818203,33713472,,2019-06-30,1183,0.01306226,10,567642.02000000002,1,209334676.570000007330999,64,63,鸿达兴业,002002
1300149,300149,CNSESZ,5485407,4443672,,2019-06-30,1185,0.01299552,104,18188693.0999999996,4,83103916.0499999998,50,46,睿智医药,300149
0600121,600121,CNSESH,15631085,1734791,,2019-06-30,1187,0.01282906,"1,390",50443547.219999994,3,49550539.4499999997,15,12,郑州煤电,600121
0600072,600072,CNSESH,9380611,9005611,,2019-06-30,1192,0.01274107,38,5613750,1,121385106.34000000303,40,39,中船科技,600072
1002010,002010,CNSESZ,40965712,40867612,,2019-06-30,1195,0.0125746,10,839736,1,308471811.3599999996197,170,169,传化智联,002010
1000919,000919,CNSESZ,6334654,3334654,,2019-06-30,1196,0.01256876,300,23340000,5,49473647.7400000000198992,44,39,金陵药业,000919
0603716,603716,CNSESH,2387610,-118263,,2019-06-30,1199,0.01240623,251,56281907.579999998,4,40899759.2999999998,9,5,塞力斯,603716
1300121,300121,CNSESZ,4592618,4025018,,2019-06-30,1204,0.01224268,57,5732760,2,36740944,30,28,阳谷华泰,300121
1002093,002093,CNSESZ,12051008,11912908,,2019-06-30,1210,0.0119613,14,1335427,1,111953864.319999999208,74,73,国脉科技,002093
0600491,600491,CNSESH,18108479,14509246,,2019-06-30,1212,0.01183748,360,29693672.25,4,124948505.100000006,35,31,龙元建设,600491
1000710,000710,CNSESZ,4171964,4102964,,2019-06-30,1214,0.01176507,7,3008400,2,148772236.239999999402,64,62,贝瑞基因,000710
0600770,600770,CNSESH,15023764,15014164,,2019-06-30,1219,0.01155674,1,69408,2,100358743.51999999786,54,52,综艺股份,600770
1002437,002437,CNSESZ,25291404,13557014,,2019-06-30,1222,0.0115373,"1,173",61018828,4,99901045.800000000493997,84,80,誉衡药业,002437
0601801,601801,CNSESH,22773375,20621975,,2019-06-30,1226,0.01144848,215,17232714,5,136867983.75000000371944,138,133,皖新传媒,601801
0603126,603126,CNSESH,6947879,6640379,,2019-06-30,1229,0.01138064,31,2232450,1,39394473.9299999999999,23,22,中材节能,603126
0601598,601598,CNSESH,15293312,14055560,,2019-06-30,1232,0.01131466,124,7327491.839999999937,4,73254964.48000000016715,41,37,中国外运,601598
0603108,603108,CNSESH,6477130,3192678,,2019-06-30,1235,0.01117644,328,39873247.279999999,7,68528035.399999997762,38,31,润达医疗,603108
1300438,300438,CNSESZ,4670590,-8312865,,2019-06-30,1236,0.0111596,"1,298",327832238.75,43,75570146.200000000002,40,-3,鹏辉能源,300438
0603616,603616,CNSESH,3204712,3199112,,2019-06-30,1240,0.01092416,1,73584,2,32623968.1600000001,9,7,韩建河山,603616
1002587,002587,CNSESZ,6608328,2802140,,2019-06-30,1241,0.01089636,381,25920140.2799999998,4,37469219.76,27,23,奥拓电子,002587
0603869,603869,CNSESH,5453326,1713701,,2019-06-30,1242,0.01080936,374,83094467.500000002,7,99250533.1999999988602,49,42,新智认知,603869
1002530,002530,CNSESZ,8396995,-4745498,,2019-06-30,1244,0.01077646,"1,314",148378745.97,7,81954671.19999999939099,33,26,金财互联,002530
0600097,600097,CNSESH,2575065,2567865,,2019-06-30,1245,0.01068773,1,95184,2,26600421.4500000001002,24,22,开创国际,600097
1300397,300397,CNSESZ,4597223,3167223,,2019-06-30,1247,0.01064172,143,34062600,4,93231682.4400000019,19,15,天和防务,300397
1002936,002936,CNSESZ,17558572,17558072,,2019-06-30,1248,0.01059897,0,3005,1,89197545.759999998949999,110,109,郑州银行,002936
1002503,002503,CNSESZ,32769844,11631084,,2019-06-30,1249,0.01059648,"2,114",74619822.799999998,2,90117071,75,73,搜于特,002503
0600869,600869,CNSESH,23435820,20898320,,2019-06-30,1250,0.01055975,254,13778625,1,105929906.3999999988938982,82,81,智慧能源,600869
1300415,300415,CNSESZ,4477475,3834275,,2019-06-30,1252,0.01053669,64,4695360,2,31163225.99999999962,15,13,伊之密,300415
0600816,600816,CNSESH,53895574,36714262,,2019-06-30,1258,0.01023796,"1,718",124220885.7600000021,8,272172648.7000000002176,172,164,*ST安信,600816
0601611,601611,CNSESH,26694450,21894650,,2019-06-30,1260,0.01016924,480,43246198,4,207682821.000000004809,131,127,中国核建,601611
1300531,300531,CNSESZ,2840128,-424938,,2019-06-30,1261,0.01014331,327,75423024.5999999996,8,49872647.6800000000324,62,54,优博讯,300531
1002558,002558,CNSESZ,20318835,20216475,,2019-06-30,1262,0.01003707,10,2259085.20000000006,3,369193231.94999999500198,180,177,巨人网络,002558
0601101,601101,CNSESH,11969684,11855684,,2019-06-30,1263,0.00997475,11,798000,2,74331737.6399999987,30,28,昊华能源,601101
1300282,300282,CNSESZ,3732323,2242124,,2019-06-30,1264,0.0099713,149,20192196.449999999,2,47027269.8000000001,11,9,三盛教育,300282
1002759,002759,CNSESZ,4002356,3348456,,2019-06-30,1265,0.00995233,65,6290518,1,53831688.1999999999998,19,18,天际股份,002759
1002759,002759,CNSE00,4002356,3348456,,2019-06-30,1567,0.0014512,65,6290518,1,53831688.1999999999998,19,18,东兴安盈宝货币A,002759
100921,00921,HKSE00,8909300,5616000,,2019-06-30,1266,0.00987247,329,31187552.0800000003,4,74301233.719999999819,14,10,海信家电,00921
0601777,601777,CNSESH,12660440,12659640,,2019-06-30,1267,0.00984615,0,3856,2,54313287.599999999440795,62,60,*ST力帆,601777
1000990,000990,CNSESZ,8164382,7404982,,2019-06-30,1268,0.00978912,76,19774776,6,133977508.619999999887,81,75,诚志股份,000990
1300341,300341,CNSESZ,4984446,4591246,,2019-06-30,1269,0.00977029,39,2528276,6,26916008.39999999988,29,23,麦克奥迪,300341
0600221,600221,CNSESH,160357985,129325341,,2019-06-30,1270,0.00975651,"3,103",67651163.920000002,2,325526709.549999993925,97,95,海航控股,600221
0601162,601162,CNSESH,37059535,37034535,,2019-06-30,1274,0.00965474,3,273250,5,401725359.39999999998,143,138,天风证券,601162
0600077,600077,CNSESH,12899024,9398324,,2019-06-30,1275,0.00962526,350,12987597,7,35859286.720000000002,23,16,宋都股份,600077
1000928,000928,CNSESZ,12043029,6829631,,2019-06-30,1277,0.00958334,521,32218799.6400000006,14,69969998.490000000251,51,37,中钢国际,000928
1002484,002484,CNSESZ,7811557,7511557,,2019-06-30,1279,0.00954368,30,2349000,1,47338035.4199999997873,48,47,江海股份,002484
0600764,600764,CNSESH,3130583,2972583,,2019-06-30,1280,0.00952223,16,5348300,1,87280654.04000000009,62,61,中国海防,600764
1300228,300228,CNSESZ,4471100,4073300,,2019-06-30,1281,0.00948439,40,2681172,2,27184288,7,5,富瑞特装,300228
0601880,601880,CNSESH,73064793,31962993,,2019-06-30,1282,0.009445,"4,110",102343482,2,155628009.09000000746,80,78,大连港,601880
1300435,300435,CNSESZ,2620200,2593200,,2019-06-30,1283,0.00942716,3,326700,2,36944820,10,8,中泰股份,300435
1300473,300473,CNSESZ,1072083,-673739,,2019-06-30,1285,0.00941125,175,66131737.3599999977,9,30961757.0400000015029,20,11,德尔股份,300473
1002540,002540,CNSESZ,11940866,11815288,,2019-06-30,1286,0.00939834,13,712027.26,2,56599704.8400000017798,62,60,亚太科技,002540
1002150,002150,CNSESZ,3334987,1699187,,2019-06-30,1287,0.00935435,164,13168190,12,18475827.980000000053247,39,27,通润装备,002150
1000732,000732,CNSESZ,23212732,20972060,,2019-06-30,1288,0.0093265,224,42438327.6799999997,14,383010078,152,138,泰禾集团,000732
1300398,300398,CNSESZ,4733802,3608202,,2019-06-30,1290,0.00924411,113,21296352,10,58746482.820000000417,37,27,飞凯材料,300398
0603979,603979,CNSESH,5317638,5164238,,2019-06-30,1292,0.00911478,15,1346852,2,44774511.959999999058,51,49,金诚信,603979
0600020,600020,CNSESH,19815658,-14141729,,2019-06-30,1297,0.00881726,"3,396",222420884.8499999938,8,104032204.5,65,57,中原高速,600020
1300766,300766,CNSESZ,2727352,2467403,,2019-06-30,1298,0.00881203,26,7169393.420000000382,227,110430482.48000000096533,88,-139,每日互动,300766
1000852,000852,CNSESZ,6847552,3782052,,2019-06-30,1299,0.00880595,307,27957360,4,61627968,30,26,石化机械,000852
0600415,600415,CNSESH,47767858,47659858,,2019-06-30,1301,0.00877567,11,514080,2,196803574.95999999810698,136,134,小商品城,600415
0600481,600481,CNSESH,14277254,14265054,,2019-06-30,1302,0.00877382,1,55022,1,52825839.80000000161,37,36,双良节能,600481
1000639,000639,CNSESZ,9469713,3943717,,2019-06-30,1303,0.0087729,553,57138798.6400000001,13,80871349.01999999902301,33,20,西王食品,000639
0600057,600057,CNSESH,18876427,13848227,,2019-06-30,1304,0.0087494,503,24990154,2,84000100.14999999833404,63,61,厦门象屿,600057
0603128,603128,CNSESH,11361799,10163299,,2019-06-30,1305,0.00867669,120,9252420,7,106800910.5999999987,22,15,华贸物流,603128
1300183,300183,CNSESZ,3968068,2575068,,2019-06-30,1309,0.00857758,139,21145740,2,62219306.2400000022306,47,45,东软载波,300183
0600587,600587,CNSESH,3451102,-536229,,2019-06-30,1312,0.00855362,399,60886544.3700000022,5,55045076.89999999921,39,34,新华医疗,600587
1000540,000540,CNSESZ,59600229,59537933,,2019-06-30,1313,0.00850793,6,287807.52000000002,4,228268877.0699999980599,70,66,中天金融,000540
0600093,600093,CNSESH,9454062,7248662,,2019-06-30,1315,0.00842272,221,32220894,3,108249009.899999999,24,21,易见股份,600093
1300094,300094,CNSESZ,7619038,349046,,2019-06-30,1317,0.00840093,727,47109548.16,5,34361861.379999999198,13,8,国联水产,300094
1300340,300340,CNSESZ,1719652,318112,,2019-06-30,1319,0.00831208,140,29124001.2000000002,5,28047524.120000000209,27,22,科恒股份,300340
1300409,300409,CNSESZ,3812082,3211082,,2019-06-30,1320,0.00830021,60,11238700,3,48146595.6600000001204,35,32,道氏技术,300409
0601106,601106,CNSESH,56765400,56535800,,2019-06-30,1321,0.00827751,23,897736,2,178243356,56,54,中国一重,601106
0601608,601608,CNSESH,35821652,35594552,,2019-06-30,1323,0.00825494,23,1158210,5,154749536.639999994591,60,55,中信重工,601608
0601990,601990,CNSESH,16962105,16941645,,2019-06-30,1325,0.00823008,2,301580.40000000002,2,168094460.549999999392,65,63,南京证券,601990
1002639,002639,CNSESZ,5442006,-837211,,2019-06-30,1329,0.00807332,628,70703983.420000001,2,44624449.200000003,7,5,雪人股份,002639
0603323,603323,CNSESH,11576613,-19906843,,2019-06-30,1332,0.00803937,"3,148",237070423.680000007,11,64134436.019999997348,45,34,苏农银行,603323
1300178,300178,CNSESZ,4753875,3952075,,2019-06-30,1334,0.00793098,80,8507098,6,29236331.2500000000296,35,29,腾邦国际,300178
1300382,300382,CNSESZ,4470559,4119359,,2019-06-30,1335,0.00791853,35,2679656,2,27806876.98,11,9,斯莱克,300382
1002370,002370,CNSESZ,4210772,3617172,,2019-06-30,1336,0.00784794,59,9907184,6,66530197.5999999996,20,14,亚太药业,002370
1002229,002229,CNSESZ,3910496,1304891,,2019-06-30,1337,0.00784698,261,22538483.25,3,29524244.7999999998,23,20,鸿博股份,002229
1002411,002411,CNSESZ,11961733,11879830,,2019-06-30,1338,0.00780647,8,1663449.93000000018,3,208030654.1999999975122,113,110,延安必康,002411
1002892,002892,CNSESZ,1087532,1082332,,2019-06-30,1341,0.00765221,1,281996,1,32843466.3999999999,7,6,科力尔,002892
0603877,603877,CNSESH,3589213,3332814,,2019-06-30,1345,0.00752885,26,5204899.7000000002,2,55704585.7599999983524,82,80,太平鸟,603877
1000683,000683,CNSESZ,26790161,16814261,,2019-06-30,1347,0.00751188,998,29728182,1,69922320.209999999987,32,31,远兴能源,000683
0600051,600051,CNSESH,2270944,848162,,2019-06-30,1353,0.00730489,142,9802967.9800000004,4,14057143.35999999977592,26,22,宁波联合,600051
1300205,300205,CNSESZ,3107239,3097239,,2019-06-30,1354,0.0072252,1,123300,2,46484295.440000000088,38,36,天喻信息,300205
1300612,300612,CNSESZ,729050,-435450,,2019-06-30,1355,0.00720049,116,30323580,2,14537257,10,8,宣亚国际,300612
0600467,600467,CNSESH,10389204,-658596,,2019-06-30,1357,0.00711105,"1,105",32038620,4,27531390.6000000014,21,17,好当家,600467
0600088,600088,CNSESH,2726416,1340569,,2019-06-30,1362,0.00685535,139,26871573.329999998,3,37051993.44000000028,25,22,中视传媒,600088
0600098,600098,CNSESH,18668027,18087827,,2019-06-30,1363,0.00684765,58,3724884,2,114995046.3200000013,82,80,广州发展,600098
1000839,000839,CNSESZ,26838593,3899162,,2019-06-30,1364,0.00684688,"2,294",136260220.1399999978,21,107891143.8600000023513,84,63,中信国安,000839
1002728,002728,CNSESZ,1379093,1377293,,2019-06-30,1366,0.00677628,0,29250,1,22948107.52000000002,23,22,特一药业,002728
0603848,603848,CNSESH,2670461,2429961,,2019-06-30,1367,0.0066595,24,4855695,2,39015435.209999999905,32,30,好太太,603848
0600995,600995,CNSESH,3183291,3022291,,2019-06-30,1369,0.00665228,16,1318590,2,25593659.63999999980005,36,34,文山电力,600995
0600390,600390,CNSESH,28619043,24237243,,2019-06-30,1370,0.00636252,438,44387634,3,269877575.4900000009128,160,157,五矿资本,600390
1002610,002610,CNSESZ,27817167,21173304,,2019-06-30,1373,0.00620984,664,15214446.2699999997,4,52018102.2899999996,48,44,爱康科技,002610
0600120,600120,CNSESH,13625891,13571491,,2019-06-30,1375,0.00611591,5,973760,1,173593851.33999999278093,109,108,浙江东方,600120
0601886,601886,CNSESH,7021601,6474801,,2019-06-30,1376,0.00608431,55,4921200,2,49923583.109999995996,36,34,江河集团,601886
0601326,601326,CNSESH,28775326,28732442,,2019-06-30,1378,0.00604834,4,189976.119999999996,2,104454433.380000000018,60,58,秦港股份,601326
0600317,600317,CNSESH,38844845,38681045,,2019-06-30,1380,0.00600107,16,497952,2,107211772.199999999891,65,63,营口港,600317
1000761,000761,CNSESZ,19803130,19707130,,2019-06-30,1385,0.00569813,10,406080,2,85153459.00000000007,86,84,本钢板材,000761
0601018,601018,CNSESH,74166240,72312040,,2019-06-30,1387,0.00563024,185,8065770,5,325589793.60000000437672,159,154,宁波港,601018
1002309,002309,CNSESZ,4900272,4558672,,2019-06-30,1388,0.00562095,34,3627792,3,33713871.359999999007,50,47,中利集团,002309
1300083,300083,CNSESZ,8004000,2958200,,2019-06-30,1389,0.00560276,505,18316254,2,23931960,30,28,创世纪,300083
1300513,300513,CNSESZ,1744364,785124,,2019-06-30,1390,0.00556077,96,26820350.399999999,1,46766398.839999999999,22,21,恒实科技,300513
1000676,000676,CNSESZ,5754867,5660367,,2019-06-30,1391,0.00551286,9,1001700,3,51908900.33999999957,49,46,智度股份,000676
1300405,300405,CNSESZ,1202700,1167900,,2019-06-30,1393,0.0054981,3,316332,2,10030518,5,3,科隆股份,300405
1002788,002788,CNSESZ,2131257,2097057,,2019-06-30,1394,0.00548562,3,520866,1,16964805.72000000026,32,31,鹭燕医药,002788
0603013,603013,CNSESH,325125,319979,,2019-06-30,1396,0.00541875,1,90157.919999999998,2,5162984.999999999986014,35,33,亚普股份,603013
1002115,002115,CNSESZ,3395708,1999306,,2019-06-30,1397,0.0054173,140,17231600.6799999997,5,37461252.630000001301,18,13,三维通信,002115
1002532,002532,CNSESZ,2721100,2500700,,2019-06-30,1398,0.00540888,22,1778628,6,17523884,8,2,天山铝业,002532
1002542,002542,CNSESZ,9388059,9094459,,2019-06-30,1402,0.00527436,29,1699944,2,42340146.0899999998,26,24,中化岩土,002542
1300481,300481,CNSESZ,1347560,-5517825,,2019-06-30,1403,0.00524221,687,118702506.65000001,3,16982073.2000000002,13,10,濮阳惠成,300481
100670,00670,HKSE00,50830000,14756000,,2019-06-30,1405,0.00518225,"3,607",172357614.68000001,1,206160034.39999998865,14,13,中国东方航空股份,00670
0600403,600403,CNSESH,12340095,937884,,2019-06-30,1406,0.00516147,"1,140",51537993.719999994,3,48496573.35,12,9,大有能源,600403
0603611,603611,CNSESH,1352820,-2571420,,2019-06-30,1408,0.00506324,392,68399503.200000004,6,23606709.00000000039399,22,16,诺力股份,603611
0600230,600230,CNSESH,2078284,2038284,,2019-06-30,1409,0.00504605,4,790800,2,28368576.59999999980601,33,31,沧州大化,600230
1002669,002669,CNSESZ,1265380,-910400,,2019-06-30,1410,0.00501155,218,28894358.399999999,1,15450289.800000001,13,12,康达新材,002669
0600368,600368,CNSESH,5525755,5414055,,2019-06-30,1413,0.00490902,11,434513,1,25860533.399999999999,29,28,五洲交通,600368
1002682,002682,CNSESZ,2702645,2672345,,2019-06-30,1416,0.00486246,3,162408,1,14269965.6,6,5,龙洲股份,002682
1000698,000698,CNSESZ,3741082,1352215,,2019-06-30,1418,0.00476138,239,10582680.810000001,1,15151382.0999999994,9,8,沈阳化工,000698
0600330,600330,CNSESH,4720341,100266,,2019-06-30,1419,0.00473661,462,40102250.99999999702,6,37101880.259999999973,24,18,天通股份,600330
0600295,600295,CNSESH,3006319,2807818,,2019-06-30,1422,0.0046071,20,1836134.25,1,24922384.510000000007,25,24,鄂尔多斯,600295
1002829,002829,CNSESZ,704706,268306,,2019-06-30,1424,0.00455575,44,10045928,2,14622649.5,14,12,星网宇达,002829
1002313,002313,CNSESZ,1411830,1359230,,2019-06-30,1425,0.0045251,5,1412836,3,28518966.0000000001992,41,38,日海智能,002313
1002632,002632,CNSESZ,2814900,-1629932,,2019-06-30,1426,0.00450673,444,38492245.11999999874,11,19422810,18,7,道明光学,002632
1000917,000917,CNSESZ,5807374,5702574,,2019-06-30,1427,0.00448197,10,947392,1,40825839.2199999997218,31,30,电广传媒,000917
1000789,000789,CNSESZ,3490843,-22849533,,2019-06-30,1428,0.00437793,"2,634",407222212.9600000018,39,34978246.8599999996024,67,28,万年青,000789
0601212,601212,CNSESH,31703035,29372335,,2019-06-30,1431,0.00428143,233,10767834,3,139176323.6499999989462,112,109,白银有色,601212
1002040,002040,CNSESZ,2058725,-2462838,,2019-06-30,1432,0.00425386,452,52133621.390000001,1,22666562.24999999958,5,4,南京港,002040
1002932,002932,CNSESZ,127700,126700,,2019-06-30,1433,0.00425352,0,47200,2,5197390,9,7,明德生物,002932
1002225,002225,CNSESZ,4191300,4042700,,2019-06-30,1435,0.00414848,15,832160,2,19238067,35,33,濮耐股份,002225
0601298,601298,CNSESH,7752865,7646550,,2019-06-30,1436,0.00414615,11,1009992.5,6,65046537.3499999999948,100,94,青岛港,601298
1000558,000558,CNSESZ,5254046,-766400,,2019-06-30,1438,0.00407702,602,27332824.8399999979,4,18862025.1399999997,11,7,莱茵体育,000558
0600695,600695,CNSESH,1479530,370930,,2019-06-30,1439,0.00403728,111,8447532,2,9365424.90000000000001,8,6,绿庭投资,600695
0603035,603035,CNSESH,1360393,1321193,,2019-06-30,1440,0.00402646,4,536256,1,13168604.2399999998006,13,12,常熟汽饰,603035
0603696,603696,CNSESH,945098,655160,,2019-06-30,1441,0.00401827,29,4346170.6200000001,1,10178705.4599999998,10,9,安记食品,603696
1300353,300353,CNSESZ,2011744,1511744,,2019-06-30,1442,0.00396839,50,6890000,2,26233141.76000000001,27,25,东土科技,300353
1000065,000065,CNSESZ,2668200,1728800,,2019-06-30,1443,0.00396409,94,10511886,4,23293385.99999999995002,28,24,北方国际,000065
1002615,002615,CNSESZ,1588728,1305028,,2019-06-30,1444,0.00386943,28,1773125,3,8896876.79999999993,15,12,哈尔斯,002615
1300515,300515,CNSESZ,775400,750800,,2019-06-30,1445,0.00385488,2,265680,1,8126192.00000000000398,13,12,三德科技,300515
0600366,600366,CNSESH,3679005,2477125,,2019-06-30,1448,0.0037195,120,7992502,2,33773265.899999999575,41,39,宁波韵升,600366
1002433,002433,CNSESZ,2832796,2750596,,2019-06-30,1449,0.00369444,8,487446,2,14192307.96000000010389,28,26,太安堂,002433
1002461,002461,CNSESZ,8097297,7899497,,2019-06-30,1450,0.00365843,20,1265920,1,51417835.949999999998,45,44,珠江啤酒,002461
0603612,603612,CNSESH,1540198,1540158,,2019-06-30,1452,0.00361512,0,592,1,16495520.5799999999952,36,35,索通发展,603612
