CINDUSTRY2,CODE,COMPANYCODE,COMPANYNAME,EXCHANGE,ITPROFILE21,ITPROFILE26,ITPROFILE38,NAME,NO,SNAME,STYLE,STYLECODE,SYMBOL
医药生物,0600771,10000720,广誉远中药股份有限公司,CNSESH,49199.969700000001,"029-88330818,029-88330835",www.sse.com.cn,,1960,广誉远,464,801150,600771
通信,0600355,10000283,精伦电子股份有限公司,CNSESH,49208.919999999998,027-87921111,www.sse.com.cn,,1961,精伦电子,464,801770,600355
医药生物,1000403,10000676,南方双林生物制药股份有限公司,CNSESZ,49243.4666,0759-2931218,www.cninfo.com.cn,,1962,双林生物,464,801150,000403
综合,0600817,10000766,郑州德恒宏盛科技发展股份有限公司,CNSESH,49373.912799999998,0371-85334130,www.sse.com.cn,,1963,ST宏盛,464,801230,600817
机械设备,1300179,80144343,河南四方达超硬材料股份有限公司,CNSESZ,49432.899899999997,0371-66728022,www.cninfo.com.cn,,1964,四方达,464,801890,300179
医药生物,1300016,80095236,北京北陆药业股份有限公司,CNSESZ,49449.4476,010-62625287,www.cninfo.com.cn,,1965,北陆药业,464,801150,300016
计算机,0600536,10000364,中国软件与技术服务股份有限公司,CNSESH,49456.278200000001,010-62158879,www.sse.com.cn,,1966,中国软件,464,801750,600536
轻工制造,1002521,80151658,齐峰新材料股份有限公司,CNSESZ,49468.581899999997,0533-7785585,www.cninfo.com.cn,,1967,齐峰新材,464,801140,002521
国防军工,1300775,80139062,西安三角防务股份有限公司,CNSESZ,49550,029-81660637,"www.neeq.com.cn,www.neeq.cc",,1968,三角防务,464,801740,300775
商业贸易,0605188,81160010,江西国光商业连锁股份有限公司,CNSESH,49558,0796-8117072,,,1969,国光连锁,464,801200,605188
商业贸易,0900927,10000771,上海物资贸易股份有限公司,CNSESH,49597.291400000002,021-63231818,www.sse.com.cn,,1970,物贸B股,464,801200,900927
商业贸易,0600822,10000771,上海物资贸易股份有限公司,CNSESH,49597.291400000002,021-63231818,www.sse.com.cn,,1971,上海物贸,464,801200,600822
纺织服装,0603557,80555179,起步股份有限公司,CNSESH,49598.449699999997,0578-6558818,,,1972,起步股份,464,801130,603557
计算机,1300344,80127961,太空智造股份有限公司,CNSESZ,49611.486400000002,010-83682311,www.cninfo.com.cn,,1973,太空智造,464,801750,300344
电子,1002371,80097364,北方华创科技集团股份有限公司,CNSESZ,49629.247900000002,010-57840288,www.cninfo.com.cn,,1974,北方华创,464,801080,002371
电子,1002579,80171652,惠州中京电子科技股份有限公司,CNSESZ,49669.0236,0752-2057992,www.cninfo.com.cn,,1975,中京电子,464,801080,002579
食品饮料,0601579,80103750,会稽山绍兴酒股份有限公司,CNSESH,49736,0575-81188579,www.sse.com.cn,,1976,会稽山,464,801120,601579
轻工制造,1002229,80114295,鸿博股份有限公司,CNSESZ,49834.426299999999,0591-88070028,www.cninfo.com.cn,,1977,鸿博股份,464,801140,002229
建筑装饰,0603815,80138809,安徽省交通建设股份有限公司,CNSESH,49900,0551-67116520,,,1978,交建股份,464,801720,603815
休闲服务,1000721,10001037,西安饮食股份有限公司,CNSESZ,49905.591999999997,"029-82065865,029-82065877",www.cninfo.com.cn,,1979,西安饮食,464,801210,000721
交通运输,1000548,10000890,湖南投资集团股份有限公司,CNSESZ,49921.581100000003,0731-89799888,www.cninfo.com.cn,,1980,湖南投资,464,801170,000548
电气设备,1300423,80201117,昇辉智能科技股份有限公司,CNSESZ,49930.819000000003,"0535-7962672,0535-7962877",www.cninfo.com.cn,,1981,昇辉科技,464,801730,300423
计算机,0603660,80387280,苏州科达科技股份有限公司,CNSESH,49936.791700000002,0512-68094995,www.sse.com.cn,,1982,苏州科达,464,801750,603660
医药生物,1300149,80051582,睿智医药科技股份有限公司,CNSESZ,49977.689200000001,020-66811798,www.cninfo.com.cn,,1983,睿智医药,464,801150,300149
建筑装饰,0603778,80362637,北京乾景园林股份有限公司,CNSESH,50000,010-88862070,www.cninfo.com.cn,,1984,乾景园林,464,801720,603778
化工,0605006,80313307,山东玻纤集团股份有限公司,CNSESH,50000,0539-7369857,,,1985,山东玻纤,464,801030,605006
公用事业,0603105,80494797,浙江芯能光伏科技股份有限公司,CNSESH,50000,0573-87393016,,,1986,芯能科技,464,801160,603105
通信,0688100,80308207,威胜信息技术股份有限公司,CNSESH,50000,0731-88619554,,,1987,威胜信息,464,801770,688100
汽车,1002536,80161233,飞龙汽车部件股份有限公司,CNSESZ,50071.181400000001,"0377-69662536,0377-69723888",www.cninfo.com.cn,,1988,飞龙股份,464,801880,002536
电气设备,1002851,80197533,深圳麦格米特电气股份有限公司,CNSESZ,50190.753400000001,0755-86600637,,,1989,麦格米特,464,801730,002851
食品饮料,1002330,80135461,山东得利斯食品股份有限公司,CNSESZ,50200,"0536-6339032,0536-6339137",www.cninfo.com.cn,,1990,得利斯,464,801120,002330
机械设备,1300151,80159458,深圳市昌红科技股份有限公司,CNSESZ,50250,0755-89785568,www.cninfo.com.cn,,1991,昌红科技,464,801890,300151
建筑材料,1002333,80135507,苏州罗普斯金铝业股份有限公司,CNSESZ,50260.360000000001,0512-65768211,www.cninfo.com.cn,,1992,ST罗普,464,801710,002333
医药生物,1002412,80132218,湖南汉森制药股份有限公司,CNSESZ,50320,0737-6351486,www.cninfo.com.cn,,1993,汉森制药,464,801150,002412
食品饮料,1000596,10000933,安徽古井贡酒股份有限公司,CNSESZ,50360,"0558-5712231,0558-5710057",www.cninfo.com.cn,,1994,古井贡酒,464,801120,000596
食品饮料,1200596,10000933,安徽古井贡酒股份有限公司,CNSESZ,50360,"0558-5712231,0558-5710057",www.cninfo.com.cn,,1995,古井贡B,464,801120,200596
电子,1002388,80139907,深圳市新亚电子制程股份有限公司,CNSESZ,50376.660000000003,0755-23818518,www.cninfo.com.cn,,1996,新亚制程,464,801080,002388
医药生物,1000919,10001182,金陵药业股份有限公司,CNSESZ,50400,025-83118511,www.cninfo.com.cn,,1997,金陵药业,464,801150,000919
电气设备,1300360,80198884,杭州炬华科技股份有限公司,CNSESZ,50438.712599999999,0571-89935881,www.cninfo.com.cn,,1998,炬华科技,464,801730,300360
计算机,0603869,80199639,新智认知数字科技股份有限公司,CNSESH,50450.050799999997,0316-2595752,www.sse.com.cn,,1999,新智认知,464,801750,603869
休闲服务,0600358,10000286,国旅联合股份有限公司,CNSESH,50493.665999999997,0791-87705106,www.sse.com.cn,,2000,*ST联合,464,801210,600358
轻工制造,1200986,10001235,佛山华新包装股份有限公司,CNSESZ,50542.5,"0756-8666796,0756-8666978",www.cninfo.com.cn,,2001,粤华包B,464,801140,200986
传媒,0600551,10000370,时代出版传媒股份有限公司,CNSESH,50582.529600000002,"0551-63533050,0551-63533053,0551-63533671",www.sse.com.cn,,2002,时代出版,464,801760,600551
电子,1300602,80186650,深圳市飞荣达科技股份有限公司,CNSESZ,50657.731899999999,0755-86083167,www.cninfo.com.cn,,2003,飞荣达,464,801080,300602
机械设备,1300193,80166375,深圳市佳士科技股份有限公司,CNSESZ,50690.131000000001,0755-21674251,www.cninfo.com.cn,,2004,佳士科技,464,801890,300193
食品饮料,1002557,80161232,洽洽食品股份有限公司,CNSESZ,50700,0551-62227008,www.cninfo.com.cn,,2005,洽洽食品,464,801120,002557
食品饮料,0603919,80400931,金徽酒股份有限公司,CNSESH,50725.9997,0939-7551826,www.sse.com.cn,,2006,金徽酒,464,801120,603919
医药生物,1002198,80102585,广东嘉应制药股份有限公司,CNSESZ,50750.984799999998,0755-82808010,www.cninfo.com.cn,,2007,嘉应制药,464,801150,002198
国防军工,1002151,80097728,北京北斗星通导航技术股份有限公司,CNSESZ,50772.9997,"010-69939966,010-69939006",www.cninfo.com.cn,,2008,北斗星通,464,801740,002151
电子,1000045,10000633,深圳市纺织(集团)股份有限公司,CNSESZ,50777.227899999998,0755-83776043,www.cninfo.com.cn,,2009,深纺织A,464,801080,000045
电子,1200045,10000633,深圳市纺织(集团)股份有限公司,CNSESZ,50777.227899999998,0755-83776043,www.cninfo.com.cn,,2010,深纺织B,464,801080,200045
国防军工,0600184,10001314,北方光电股份有限公司,CNSESH,50876.082600000002,029-82537951,www.sse.com.cn,,2011,光电股份,464,801740,600184
农林牧渔,0600275,10000222,湖北武昌鱼股份有限公司,CNSESH,50883.7238,027-53076571,www.sse.com.cn,,2012,ST昌鱼,464,801010,600275
电气设备,0600112,10000085,贵州长征天成控股股份有限公司,CNSESH,50920.484600000003,0851-28620788,www.sse.com.cn,,2013,ST天成,464,801730,600112
机械设备,1300341,80198869,麦克奥迪(厦门)电气股份有限公司,CNSESZ,51016.333599999998,0592-5676875,www.cninfo.com.cn,,2014,麦克奥迪,464,801890,300341
医药生物,1002644,80023998,兰州佛慈制药股份有限公司,CNSESZ,51065.699999999997,0931-8362318,www.cninfo.com.cn,,2015,佛慈制药,464,801150,002644
综合,1000409,10000682,山东地矿股份有限公司,CNSESZ,51093.1158,0531-88550409,www.cninfo.com.cn,,2016,ST地矿,464,801230,000409
通信,1300353,80129049,北京东土科技股份有限公司,CNSESZ,51098.089699999997,010-88793012,www.cninfo.com.cn,,2017,东土科技,464,801770,300353
电子,0603936,80362576,博敏电子股份有限公司,CNSESH,51101.209699999999,0753-2329896,www.sse.com.cn,,2018,博敏电子,464,801080,603936
建筑材料,1300234,80174269,浙江开尔新材料股份有限公司,CNSESZ,51142.408600000002,0579-82888566,www.cninfo.com.cn,,2019,开尔新材,464,801710,300234
综合,0600212,10000171,山东江泉实业股份有限公司,CNSESH,51169.721299999997,0539-7100051,www.sse.com.cn,,2020,*ST江泉,464,801230,600212
纺织服装,0603889,80198706,浙江新澳纺织股份有限公司,CNSESH,51174.638800000001,"0573-88455801,0573-88226060",www.sse.com.cn,,2021,新澳股份,464,801130,603889
电气设备,1002339,80135984,积成电子股份有限公司,CNSESZ,51180.480000000003,0531-88061716,www.cninfo.com.cn,,2022,积成电子,464,801730,002339
农林牧渔,1300138,80151633,晨光生物科技集团股份有限公司,CNSESZ,51186.753400000001,0310-8859023,www.cninfo.com.cn,,2023,晨光生物,464,801010,300138
建筑材料,1002652,80191162,苏州扬子江新型材料股份有限公司,CNSESZ,51206.400000000001,0512-68327201,www.cninfo.com.cn,,2024,扬子新材,464,801710,002652
建筑装饰,1002775,80204879,深圳文科园林股份有限公司,CNSESZ,51276.029999999999,0755-33052661,www.cninfo.com.cn,,2025,文科园林,464,801720,002775
食品饮料,1002695,80198440,江西煌上煌集团食品股份有限公司,CNSESZ,51278.592799999999,0791-85985546,www.cninfo.com.cn,,2026,煌上煌,464,801120,002695
电气设备,1300105,80024016,烟台龙源电力技术股份有限公司,CNSESZ,51321.599999999999,0535-3417182,www.cninfo.com.cn,,2027,龙源技术,464,801730,300105
非银金融,0600318,10000260,安徽新力金融股份有限公司,CNSESH,51336.442900000002,"0551-63542160,0551-63542170",www.sse.com.cn,,2028,新力金融,464,801790,600318
采掘,1300164,80155051,通源石油科技集团股份有限公司,CNSESZ,51353.028899999998,029-87607465,www.cninfo.com.cn,,2029,通源石油,464,801020,300164
轻工制造,1002014,10001397,黄山永新股份有限公司,CNSESZ,51401.672400000003,"0559-3517878,0559-3514242",www.cninfo.com.cn,,2030,永新股份,464,801140,002014
汽车,0603013,80124312,亚普汽车部件股份有限公司,CNSESH,51422.449999999997,0514-87846666,,,2031,亚普股份,464,801880,603013
综合,0600281,10000228,太原化工股份有限公司,CNSESH,51440.202499999999,"0351-5638003,0351-5638116",www.sse.com.cn,,2032,太化股份,464,801230,600281
医药生物,1002022,10001408,上海科华生物工程股份有限公司,CNSESZ,51478.179300000003,021-64850088,www.cninfo.com.cn,,2033,科华生物,464,801150,002022
电子,1000733,10001048,中国振华(集团)科技股份有限公司,CNSESZ,51480.561800000003,"0851-86301078,0851-86302675",www.cninfo.com.cn,,2034,振华科技,464,801080,000733
计算机,1002197,80102731,深圳市证通电子股份有限公司,CNSESZ,51515.694799999997,0755-26490118,www.cninfo.com.cn,,2035,证通电子,464,801750,002197
化工,1300429,80196342,常州强力电子新材料股份有限公司,CNSESZ,51525.338799999998,0519-88388908,www.cninfo.com.cn,,2036,强力新材,464,801030,300429
食品饮料,1002582,80132824,好想你健康食品股份有限公司,CNSESZ,51568.415999999997,0371-62589968,www.cninfo.com.cn,,2037,好想你,464,801120,002582
化工,1300398,80198669,上海飞凯光电材料股份有限公司,CNSESZ,51585.801800000001,021-50322662,www.cninfo.com.cn,,2038,飞凯材料,464,801030,300398
采掘,0600532,10000361,上海宏达矿业股份有限公司,CNSESH,51606.572,021-50342280,www.sse.com.cn,,2039,宏达矿业,464,801020,600532
化工,1300132,80153530,福建青松股份有限公司,CNSESZ,51658.088600000003,0599-5820265,www.cninfo.com.cn,,2040,青松股份,464,801030,300132
化工,1002455,80138680,江苏百川高科新材料股份有限公司,CNSESZ,51701.305999999997,0510-81629928,www.cninfo.com.cn,,2041,百川股份,464,801030,002455
医药生物,1002524,80159461,光正眼科医院集团股份有限公司,CNSESZ,51723.9591,0991-3766551,www.cninfo.com.cn,,2042,光正眼科,464,801150,002524
电气设备,0600627,10000434,上海输配电股份有限公司,CNSESH,51796.5452,021-62102651,www.sse.com.cn,,2043,上电股份,464,801730,600627
有色金属,0603399,80198374,锦州吉翔钼业股份有限公司,CNSESH,51807.3649,"021-65101150,0416-5086125",www.sse.com.cn,,2044,吉翔股份,464,801050,603399
化工,1300699,80422264,威海光威复合材料股份有限公司,CNSESZ,51835,0631-5298586,,,2045,光威复材,464,801030,300699
电气设备,1002560,80116345,河南通达电缆股份有限公司,CNSESZ,51876.247000000003,0379-65107666,www.cninfo.com.cn,,2046,通达股份,464,801730,002560
传媒,0603888,80092668,新华网股份有限公司,CNSESH,51902.936000000002,010-88050888,www.sse.com.cn,,2047,新华网,464,801760,603888
家用电器,0600854,10000803,江苏春兰制冷设备股份有限公司,CNSESH,51945.853799999997,0523-86663663,www.sse.com.cn,,2048,春兰股份,464,801110,600854
化工,1000637,10000970,茂名石化实华股份有限公司,CNSESZ,51987.535600000003,"0668-2276176,0668-2246331",www.cninfo.com.cn,,2049,茂化实华,464,801030,000637
电气设备,0603333,80195001,尚纬股份有限公司,CNSESH,51990.5,0833-2595155,www.sse.com.cn,,2050,尚纬股份,464,801730,603333
商业贸易,0600858,10000807,银座集团股份有限公司,CNSESH,52006.658900000002,0531-86960688,www.sse.com.cn,,2051,银座股份,464,801200,600858
钢铁,1002443,80112769,浙江金洲管道科技股份有限公司,CNSESZ,52053.552000000003,0572-2061996,www.cninfo.com.cn,,2052,金洲管道,464,801040,002443
公用事业,1300172,80165004,中电环保股份有限公司,CNSESZ,52071.055,"025-86533261,025-86529992",www.cninfo.com.cn,,2053,中电环保,464,801160,300172
采掘,1000762,10001066,西藏矿业发展股份有限公司,CNSESZ,52081.923999999999,"0891-6872095,028-85355661",www.cninfo.com.cn,,2054,西藏矿业,464,801020,000762
汽车,0600991,10001376,广汽长丰汽车有限公司,CNSESH,52087.139999999999,"0731-82881959,0731-82881901",www.sse.com.cn,,2055,广汽长丰,464,801880,600991
化工,0600470,10001333,安徽六国化工股份有限公司,CNSESH,52160,0562-2170536,www.sse.com.cn,,2056,*ST六化,464,801030,600470
机械设备,0688165,80455709,埃夫特智能装备股份有限公司,CNSESH,52178,0553-5670638,,,2057,埃夫特,464,801890,688165
国防军工,0600677,10000484,航天通信控股集团股份有限公司,CNSESH,52179.169999999998,"0571-87034676,0571-87079526",www.sse.com.cn,,2058,*ST航通,464,801740,600677
传媒,1002464,80144522,众应互联科技股份有限公司,CNSESZ,52179.438800000004,021-58865571,www.cninfo.com.cn,,2059,众应互联,464,801760,002464
医药生物,1300239,80175259,包头东宝生物技术股份有限公司,CNSESZ,52181.010799999996,0472-6208676,www.cninfo.com.cn,,2060,东宝生物,464,801150,300239
综合,0600070,10000043,浙江富润数字科技股份有限公司,CNSESH,52194.611799999999,"0575-87015763,0575-87780636",www.sse.com.cn,,2061,浙江富润,464,801230,600070
机械设备,0601882,80334357,宁波海天精工股份有限公司,CNSESH,52200,0574-86188839,www.sse.com.cn,,2062,海天精工,464,801890,601882
传媒,1000038,10000627,深圳大通实业股份有限公司,CNSESZ,52277.741900000001,0755-26926508,www.cninfo.com.cn,,2063,深大通,464,801760,000038
轻工制造,0900905,10000419,老凤祥股份有限公司,CNSESH,52311.776400000002,021-54480605,www.sse.com.cn,,2064,老凤祥B,464,801140,900905
轻工制造,0600612,10000419,老凤祥股份有限公司,CNSESH,52311.776400000002,021-54480605,www.sse.com.cn,,2065,老凤祥,464,801140,600612
商业贸易,0600870,10000819,厦门华侨电子股份有限公司,CNSESH,52319.966500000002,0592-5510275,www.sse.com.cn,,2066,ST厦华,464,801200,600870
医药生物,1300357,80198452,浙江我武生物科技股份有限公司,CNSESZ,52358.400000000001,0572-8350682,www.cninfo.com.cn,,2067,我武生物,464,801150,300357
建筑装饰,1002541,80165581,安徽鸿路钢结构(集团)股份有限公司,CNSESZ,52371.885300000002,0551-66391405,www.cninfo.com.cn,,2068,鸿路钢构,464,801720,002541
纺织服装,1002832,80400934,比音勒芬服饰股份有限公司,CNSESZ,52406.970999999998,020-39952666,www.cninfo.com.cn,,2069,比音勒芬,464,801130,002832
商业贸易,0603123,80154282,北京翠微大厦股份有限公司,CNSESH,52414.422200000001,010-68241688,www.sse.com.cn,,2070,翠微股份,464,801200,603123
机械设备,1002046,10001448,洛阳轴研科技股份有限公司,CNSESZ,52434.907800000001,0371-67619230,www.cninfo.com.cn,,2071,轴研科技,464,801890,002046
化工,1002258,80116563,利尔化学股份有限公司,CNSESZ,52437.901400000002,028-67575627,www.cninfo.com.cn,,2072,利尔化学,464,801030,002258
传媒,1002071,80080427,长城影视股份有限公司,CNSESZ,52542.987800000003,0571-85026150,www.cninfo.com.cn,,2073,*ST长城,464,801760,002071
计算机,1300366,80171552,创意信息技术股份有限公司,CNSESZ,52557.614999999998,028-87827800,www.cninfo.com.cn,,2074,创意信息,464,801750,300366
休闲服务,1000888,10001156,峨眉山旅游股份有限公司,CNSESZ,52691.3102,"0833-5528075,0833-5544568",www.cninfo.com.cn,,2075,峨眉山A,464,801210,000888
有色金属,0600961,10001432,株洲冶炼集团股份有限公司,CNSESH,52745.791400000002,0731-28392172,www.sse.com.cn,,2076,株冶集团,464,801050,600961
农林牧渔,0600354,10001324,甘肃省敦煌种业集团股份有限公司,CNSESH,52780.207999999999,0937-2663908,www.sse.com.cn,,2077,*ST敦种,464,801010,600354
轻工制造,1002356,80017407,深圳赫美集团股份有限公司,CNSESZ,52780.654799999997,0755-26755598,www.cninfo.com.cn,,2078,*ST赫美,464,801140,002356
化工,1000096,10000659,深圳市广聚能源股份有限公司,CNSESZ,52800,0755-86000096,www.cninfo.com.cn,,2079,广聚能源,464,801030,000096
轻工制造,1002574,80167812,浙江明牌珠宝股份有限公司,CNSESZ,52800,0575-84025665,www.cninfo.com.cn,,2080,明牌珠宝,464,801140,002574
化工,1000782,10001080,广东新会美达锦纶股份有限公司,CNSESZ,52813.962299999999,"0750-6109778,0750-6107981",www.cninfo.com.cn,,2081,美达股份,464,801030,000782
化工,0600727,10000534,山东鲁北化工股份有限公司,CNSESH,52858.313499999997,0543-6451265,www.sse.com.cn,,2082,鲁北化工,464,801030,600727
综合,1002967,80278490,广州广电计量检测股份有限公司,CNSESZ,52907.199999999997,020-38696988,"www.neeq.com.cn,www.neeq.cc",,2083,广电计量,464,801230,002967
医药生物,1300358,80192711,楚天科技股份有限公司,CNSESZ,52907.617299999998,0731-87938220,www.cninfo.com.cn,,2084,楚天科技,464,801150,300358
通信,1300081,80143865,恒信东方文化股份有限公司,CNSESZ,52915.787600000003,010-88846823,www.cninfo.com.cn,,2085,恒信东方,464,801770,300081
计算机,1002649,80190202,博彦科技股份有限公司,CNSESZ,53005.709999999999,010-50965998,www.cninfo.com.cn,,2086,博彦科技,464,801750,002649
汽车,1002101,80054769,广东鸿图科技股份有限公司,CNSESZ,53006.336600000002,020-38856709,www.cninfo.com.cn,,2087,广东鸿图,464,801880,002101
医药生物,1002287,80081998,西藏奇正藏药股份有限公司,CNSESZ,53020.591200000003,010-84766012,www.cninfo.com.cn,,2088,奇正藏药,464,801150,002287
医药生物,0603939,80199630,益丰大药房连锁股份有限公司,CNSESH,53106.830800000003,0731-89953989,www.sse.com.cn,,2089,益丰药房,464,801150,603939
机械设备,0600806,10000755,沈机集团昆明机床股份有限公司,CNSESH,53108.1103,0871-66119759,"www.hkex.com.hk,www.kmtcl.com.cn,www.sse.com.cn",,2090,退市昆机,464,801890,600806
非银金融,1000416,10000688,民生控股股份有限公司,CNSESZ,53187.149400000002,"010-85259007,010-85259036",www.cninfo.com.cn,,2091,民生控股,464,801790,000416
计算机,1300368,80198919,河北汇金机电股份有限公司,CNSESZ,53194.347500000003,"0311-66858108,0311-66858368",www.cninfo.com.cn,,2092,汇金股份,464,801750,300368
机械设备,1002164,80098080,宁波东力股份有限公司,CNSESZ,53217.368900000001,"0574-88398877,0574-87587000",www.cninfo.com.cn,,2093,宁波东力,464,801890,002164
公用事业,1000692,10001011,沈阳惠天热电股份有限公司,CNSESZ,53283.297599999998,024-22928062,www.cninfo.com.cn,,2094,惠天热电,464,801160,000692
电气设备,1002452,80144300,湖南长高高压开关集团股份公司,CNSESZ,53302.5,0731-88585000,www.cninfo.com.cn,,2095,长高集团,464,801730,002452
计算机,1300074,80143236,华平信息技术股份有限公司,CNSESZ,53389.290000000001,021-65650210,www.cninfo.com.cn,,2096,华平股份,464,801750,300074
建筑装饰,0600629,10000436,华东建筑集团股份有限公司,CNSESH,53390.175799999997,"021-62464018,021-52524567",www.sse.com.cn,,2097,华建集团,464,801720,600629
医药生物,0900904,10000420,上海神奇制药投资管理股份有限公司,CNSESH,53407.162799999998,021-53750009,www.sse.com.cn,,2098,神奇B股,464,801150,900904
医药生物,0600613,10000420,上海神奇制药投资管理股份有限公司,CNSESH,53407.162799999998,021-53750009,www.sse.com.cn,,2099,神奇制药,464,801150,600613
传媒,1002103,80027169,广博集团股份有限公司,CNSESZ,53427.295299999998,0574-28827003,www.cninfo.com.cn,,2100,广博股份,464,801760,002103
农林牧渔,1002321,80134455,河南华英农业发展股份有限公司,CNSESZ,53429.110000000001,"0371-55697518,0371-55697517",www.cninfo.com.cn,,2101,华英农业,464,801010,002321
机械设备,0688012,80279650,中微半导体设备(上海)股份有限公司,CNSESH,53486.223700000002,021-61001199,,,2102,中微公司,464,801890,688012
机械设备,1002158,80097812,上海汉钟精机股份有限公司,CNSESZ,53488.180500000002,021-57350280,www.cninfo.com.cn,,2103,汉钟精机,464,801890,002158
电气设备,1300466,80284533,赛摩智能科技集团股份有限公司,CNSESZ,53552.9908,0516-87885998,www.cninfo.com.cn,,2104,赛摩智能,464,801730,300466
电子,1300241,80176037,深圳市瑞丰光电子股份有限公司,CNSESZ,53579.496299999999,0755-29060266,www.cninfo.com.cn,,2105,瑞丰光电,464,801080,300241
食品饮料,1002568,80134098,上海百润投资控股集团股份有限公司,CNSESZ,53585.242599999998,021-58135000,www.cninfo.com.cn,,2106,百润股份,464,801120,002568
商业贸易,0600826,10000775,上海兰生股份有限公司,CNSESH,53592.089500000002,021-51991608,www.sse.com.cn,,2107,兰生股份,464,801200,600826
建筑装饰,0603698,80202097,航天长征化学工程股份有限公司,CNSESH,53599,010-56325888,www.sse.com.cn,,2108,航天工程,464,801720,603698
医药生物,1002370,80055738,浙江亚太药业股份有限公司,CNSESZ,53654.491800000003,0575-84810101,www.cninfo.com.cn,,2109,亚太药业,464,801150,002370
电子,1000823,10001116,广东汕头超声电子股份有限公司,CNSESZ,53696.599999999999,0754-88192281,www.cninfo.com.cn,,2110,超声电子,464,801080,000823
计算机,1300033,80133649,浙江核新同花顺网络信息股份有限公司,CNSESZ,53760,0571-88852766,www.cninfo.com.cn,,2111,同花顺,464,801750,300033
纺织服装,1002776,80289540,广东柏堡龙股份有限公司,CNSESZ,53798.910600000003,0663-2769999,www.cninfo.com.cn,,2112,柏堡龙,464,801130,002776
建筑装饰,0603030,80284570,上海全筑建筑装饰集团股份有限公司,CNSESH,53811.6633,021-33372630,www.sse.com.cn,,2113,全筑股份,464,801720,603030
机械设备,1000821,10001114,湖北京山轻工机械股份有限公司,CNSESZ,53823.527999999998,0724-7210972,www.cninfo.com.cn,,2114,京山轻机,464,801890,000821
纺织服装,1000955,10001207,欣龙控股(集团)股份有限公司,CNSESZ,53839.5,"0898-67486937,0898-68585274",www.cninfo.com.cn,,2115,欣龙控股,464,801130,000955
公用事业,0600644,10000451,乐山电力股份有限公司,CNSESH,53840.065900000001,0833-2445800,www.sse.com.cn,,2116,乐山电力,464,801160,600644
农林牧渔,1300186,80167841,广东大华农动物保健品股份有限公司,CNSESZ,53934,"0766-2986301,0766-2986381",www.cninfo.com.cn,,2117,大华农,464,801010,300186
医药生物,0600055,10000028,北京万东医疗科技股份有限公司,CNSESH,54081.619899999998,010-84569688,www.sse.com.cn,,2118,万东医疗,464,801150,600055
有色金属,0600296,10000240,兰州铝业股份有限公司,CNSESH,54232.657800000001,"0931-7549399,0931-7549414",www.sse.com.cn,,2119,S兰铝,464,801050,600296
电气设备,1002350,80087904,北京科锐配电自动化股份有限公司,CNSESZ,54236.901100000003,010-62981321,www.cninfo.com.cn,,2120,北京科锐,464,801730,002350
商业贸易,1000626,10000960,远大产业控股股份有限公司,CNSESZ,54287.4902,"0518-85153595,0518-85153567",www.cninfo.com.cn,,2121,远大控股,464,801200,000626
计算机,1300155,80159459,广东安居宝数码科技股份有限公司,CNSESZ,54337.0602,020-82051026,www.cninfo.com.cn,,2122,安居宝,464,801750,300155
有色金属,1000693,10001012,成都华泽钴镍材料股份有限公司,CNSESZ,54349.192300000002,"028-86758751,029-88310063",www.cninfo.com.cn,,2123,华泽退,464,801050,000693
商业贸易,1000419,10000691,长沙通程控股股份有限公司,CNSESZ,54358.265500000001,0731-85534994,www.cninfo.com.cn,,2124,通程控股,464,801200,000419
机械设备,1000925,10001187,浙江众合科技股份有限公司,CNSESZ,54366.438099999999,0571-87959003,www.cninfo.com.cn,,2125,众合科技,464,801890,000925
电子,0600353,10000282,成都旭光电子股份有限公司,CNSESH,54372,"028-83967599,028-83967182",www.sse.com.cn,,2126,旭光电子,464,801080,600353
纺织服装,1002485,80151504,希努尔男装股份有限公司,CNSESZ,54400,0536-6076188,www.cninfo.com.cn,,2127,希努尔,464,801130,002485
电气设备,1002441,80143392,众业达电气股份有限公司,CNSESZ,54460.207900000001,0754-88738831,www.cninfo.com.cn,,2128,众业达,464,801730,002441
商业贸易,0600712,10000519,南宁百货大楼股份有限公司,CNSESH,54465.536,0771-2098888,www.sse.com.cn,,2129,南宁百货,464,801200,600712
建筑装饰,1002140,80064133,东华工程科技股份有限公司,CNSESZ,54536.644,"0551-63626589,0551-63626768",www.cninfo.com.cn,,2130,东华科技,464,801720,002140
医药生物,1300363,80198692,重庆博腾制药科技股份有限公司,CNSESZ,54554.833299999998,023-65936900,www.cninfo.com.cn,,2131,博腾股份,464,801150,300363
轻工制造,1002117,80069638,东港股份有限公司,CNSESZ,54566.642099999997,0531-88904590,www.cninfo.com.cn,,2132,东港股份,464,801140,002117
化工,1002709,80145784,广州天赐高新材料股份有限公司,CNSESZ,54612.944900000002,020-66608666,www.cninfo.com.cn,,2133,天赐材料,464,801030,002709
轻工制造,1000910,10001174,大亚圣象家居股份有限公司,CNSESZ,54739.75,"0511-86231801,0511-86981046",www.cninfo.com.cn,,2134,大亚圣象,464,801140,000910
机械设备,0600526,10000356,浙江菲达环保科技股份有限公司,CNSESH,54740.467199999999,0575-87211326,www.sse.com.cn,,2135,菲达环保,464,801890,600526
纺织服装,0603157,80193610,新疆拉夏贝尔服饰股份有限公司,CNSESH,54767.164199999999,021-54607196,,,2136,*ST拉夏,464,801130,603157
