CINDUSTRY2,CODE,COMPANYCODE,COMPANYNAME,EXCHANGE,ITPROFILE21,ITPROFILE26,ITPROFILE38,NAME,NO,SNAME,STYLE,STYLECODE,SYMBOL
电子,0688181,80429468,北京八亿时空液晶科技股份有限公司,CNSESH,9647.3014000000003,010-69762688,www.neeq.com.cn,,199,八亿时空,464,801080,688181
计算机,1300895,80316782,北京铜牛信息科技股份有限公司,CNSESZ,9697.0149999999994,010-52186999,www.neeq.cc,,200,铜牛信息,464,801750,300895
建筑装饰,1003001,80543494,北京中岩大地科技股份有限公司,CNSESZ,9717.5311999999994,010-68809559,"www.neeq.com.cn,www.neeq.cc",,201,中岩大地,464,801720,003001
纺织服装,0600137,10000107,四川浪莎控股股份有限公司,CNSESH,9721.7587999999996,0831-8216216,www.sse.com.cn,,202,浪莎股份,464,801130,600137
食品饮料,0603755,80645243,青岛日辰食品股份有限公司,CNSESH,9861.3680999999997,0532-87520888,,,203,日辰股份,464,801120,603755
电气设备,0688516,80550027,无锡奥特维科技股份有限公司,CNSESH,9867,0510-81816658,"www.neeq.com.cn,www.neeq.cc",,204,奥特维,464,801730,688516
化工,1300743,80564350,杭州天地数码科技股份有限公司,CNSESZ,9888.7900000000009,0571-86358910,,,205,天地数码,464,801030,300743
纺织服装,1300819,80707402,江苏聚杰微纤科技集团股份有限公司,CNSESZ,9947,0512-63366336,,,206,聚杰微纤,464,801130,300819
医药生物,0603139,80378688,陕西康惠制药股份有限公司,CNSESH,9988,029-33347561,,,207,康惠制药,464,801150,603139
电子,0603629,80645252,江苏利通电子股份有限公司,CNSESH,10000,0510-87600070,,,208,利通电子,464,801080,603629
化工,0688026,80378872,广州洁特生物过滤股份有限公司,CNSESH,10000,020-32811868,"www.neeq.com.cn,www.neeq.cc",,209,洁特生物,464,801030,688026
钢铁,1300881,80274140,盛德鑫泰新材料股份有限公司,CNSESZ,10000,0519-83640775,,,210,盛德鑫泰,464,801040,300881
交通运输,0605151,80132965,西上海汽车服务股份有限公司,CNSESH,10000,021-62952682,,,211,西上海,464,801170,605151
电气设备,0688330,80694325,上海宏力达信息技术股份有限公司,CNSESH,10000,021-33266008,,,212,宏力达,464,801730,688330
食品饮料,1300908,80317020,仲景食品股份有限公司,CNSESZ,10000,0377-69660000,,,213,仲景食品,464,801120,300908
电子,0688595,80413828,芯海科技(深圳)股份有限公司,CNSESH,10000,0755-86168545,"www.neeq.com.cn,www.neeq.cc",,214,芯海科技,464,801080,688595
汽车,1300893,80625058,浙江松原汽车安全系统股份有限公司,CNSESZ,10000,0574-62499207,,,215,松原股份,464,801880,300893
电子,0688589,80525009,深圳市力合微电子股份有限公司,CNSESH,10000,0755-26719968,,,216,力合微,464,801080,688589
机械设备,1300837,80453199,浙江浙矿重工股份有限公司,CNSESZ,10000,0572-6955777,,,217,浙矿股份,464,801890,300837
轻工制造,1300849,80338716,浙江锦盛新材料股份有限公司,CNSESZ,10000,0575-81275923,,,218,锦盛新材,464,801140,300849
化工,1300890,80348401,深圳市翔丰华科技股份有限公司,CNSESZ,10000,0755-27289799,,,219,翔丰华,464,801030,300890
食品饮料,1300892,80702554,品渥食品股份有限公司,CNSESZ,10000,021-51863006,,,220,品渥食品,464,801120,300892
电子,1002976,80812801,苏州瑞玛精密工业股份有限公司,CNSESZ,10000,0512-66168070,,,221,瑞玛工业,464,801080,002976
计算机,0688288,80278069,杭州鸿泉物联网技术股份有限公司,CNSESH,10000,0571-89775590,,,222,鸿泉物联,464,801750,688288
计算机,0688188,81154777,上海柏楚电子科技股份有限公司,CNSESH,10000,021-64306968,,,223,柏楚电子,464,801750,688188
建筑装饰,1300564,80419807,筑博设计股份有限公司,CNSESZ,10000,0755-83238308,,,224,筑博设计,464,801720,300564
轻工制造,0603059,80576704,倍加洁集团股份有限公司,CNSESH,10000,0514-87497666,,,225,倍加洁,464,801140,603059
机械设备,1002943,80391873,湖南宇晶机器股份有限公司,CNSESZ,10000,0737-2218141,"www.neeq.com.cn,www.neeq.cc",,226,宇晶股份,464,801890,002943
公用事业,1300779,80200828,青岛惠城环保科技股份有限公司,CNSESZ,10000,0532-58657701,,,227,惠城环保,464,801160,300779
轻工制造,0603661,80198761,恒林家居股份有限公司,CNSESH,10000,0572-5227673,,,228,恒林股份,464,801140,603661
机械设备,1002816,80202500,深圳市和科达精密清洗设备股份有限公司,CNSESZ,10000,0755-27048451,www.cninfo.com.cn,,229,和科达,464,801890,002816
机械设备,0603090,80401593,无锡宏盛换热器制造股份有限公司,CNSESH,10000,0510-85998299-8580,,,230,宏盛股份,464,801890,603090
国防军工,0688011,81588147,哈尔滨新光光电科技股份有限公司,CNSESH,10000,0451-58627230,,,231,新光光电,464,801740,688011
建筑装饰,1300778,80658832,深圳市新城市规划建筑设计股份有限公司,CNSESZ,10000,0755-33283211,,,232,新城市,464,801720,300778
机械设备,1300442,80202980,上海普丽盛包装股份有限公司,CNSESZ,10000,021-57211797,www.cninfo.com.cn,,233,普丽盛,464,801890,300442
电子,1300842,81113394,无锡帝科电子材料股份有限公司,CNSESZ,10000,0510-87825727,,,234,帝科股份,464,801080,300842
休闲服务,1300795,80506195,浙江米奥兰特商务会展股份有限公司,CNSESZ,10016.4,021-51797078,www.neeq.com.cn,,235,米奥会展,464,801210,300795
公用事业,0603200,80305615,上海洗霸科技股份有限公司,CNSESH,10076.757799999999,021-65424668,,,236,上海洗霸,464,801160,603200
电子,1300909,80172729,深圳市汇创达科技股份有限公司,CNSESZ,10090.666300000001,0755-27356897,"www.neeq.com.cn,www.neeq.cc",,237,汇创达,464,801080,300909
化工,0688179,80472104,上海阿拉丁生化科技股份有限公司,CNSESH,10093.34,021-50560989,"www.neeq.com.cn,www.neeq.cc",,238,阿拉丁,464,801030,688179
机械设备,1300817,80202049,浙江双飞无油轴承股份有限公司,CNSESZ,10106.4,0573-84518146,,,239,双飞股份,464,801890,300817
电气设备,1300870,80733195,深圳欧陆通电子股份有限公司,CNSESZ,10120,0755-81453432,,,240,欧陆通,464,801730,300870
电子,0605111,80400481,无锡新洁能股份有限公司,CNSESH,10120,0510-85618058,,,241,新洁能,464,801080,605111
电子,0603931,80309792,杭州格林达电子材料股份有限公司,CNSESH,10181.549999999999,0571-86630720,,,242,格林达,464,801080,603931
农林牧渔,1002982,80490411,湖南湘佳牧业股份有限公司,CNSESZ,10188,0736-5223898,"www.neeq.com.cn,www.neeq.cc",,243,湘佳股份,464,801010,002982
机械设备,1300756,80356854,中山市金马科技娱乐设备股份有限公司,CNSESZ,10196.620000000001,"0760-28132708,0760-28132705",,,244,中山金马,464,801890,300756
计算机,1300799,80592604,北京左江科技股份有限公司,CNSESZ,10200,010-88112303,,,245,左江科技,464,801750,300799
化工,1300717,80555090,江苏华信新材料股份有限公司,CNSESZ,10240,0516-81639999,,,246,华信新材,464,801030,300717
公用事业,0688466,81154789,金科环境股份有限公司,CNSESH,10276,010-64399965,,,247,金科环境,464,801160,688466
轻工制造,0603180,80278872,金牌厨柜家居科技股份有限公司,CNSESH,10326.0031,0592-5556861,,,248,金牌厨柜,464,801140,603180
汽车,0603040,80457262,杭州新坐标科技股份有限公司,CNSESH,10330.5779,0571-88731760,www.sse.com.cn,,249,新坐标,464,801880,603040
医药生物,1300683,80026898,武汉海特生物制药股份有限公司,CNSESZ,10335.504000000001,027-84599931,www.cninfo.com.cn,,250,海特生物,464,801150,300683
机械设备,1300757,80645250,罗博特科智能科技股份有限公司,CNSESZ,10400,0512-62535580,,,251,罗博特科,464,801890,300757
化工,1300839,80498117,宁波博汇化工科技股份有限公司,CNSESZ,10400,0574-86369063,www.neeq.com.cn,,252,博汇股份,464,801030,300839
化工,1300535,80442996,四川达威科技股份有限公司,CNSESZ,10401.650299999999,028-85136056-8500,www.cninfo.com.cn,,253,达威股份,464,801030,300535
医药生物,0688505,80005203,上海复旦张江生物医药股份有限公司,CNSESH,10430,021-58953355,,,254,复旦张江,464,801150,688505
汽车,0603037,80449327,上海凯众材料科技股份有限公司,CNSESH,10490.135,021-58388958,www.see.com.cn,,255,凯众股份,464,801880,603037
汽车,0603319,80472714,湖南机油泵股份有限公司,CNSESH,10490.155000000001,0734-5239008,www.sse.com.cn,,256,湘油泵,464,801880,603319
医药生物,1300753,80626843,江苏爱朋医疗科技股份有限公司,CNSESZ,10504,0513-80158003,,,257,爱朋医疗,464,801150,300753
轻工制造,0603208,80461265,江山欧派门业股份有限公司,CNSESH,10506.0879,0570-4729200,www.sse.com.cn,,258,江山欧派,464,801140,603208
医药生物,0688050,80502234,爱博诺德(北京)医疗科技股份有限公司,CNSESH,10513.9272,010-89748322,,,259,爱博医疗,464,801150,688050
建筑装饰,1300668,80554755,深圳市杰恩创意设计股份有限公司,CNSESZ,10540,"0755-83416061,0755-83415156",,,260,杰恩设计,464,801720,300668
计算机,1300598,80455041,诚迈科技(南京)股份有限公司,CNSESZ,10553.7448,025-58301205,www.cninfo.com.cn,,261,诚迈科技,464,801750,300598
采掘,0600762,10000711,衡阳市金荔科技农业股份有限公司,CNSESH,10566.4,0734-8712493,www.sse.com.cn,,262,S*ST金荔,464,801020,600762
电气设备,0603396,80369641,营口金辰机械股份有限公司,CNSESH,10577.9334,0417-6682388,,,263,金辰股份,464,801730,603396
机械设备,1300776,80539604,武汉帝尔激光科技股份有限公司,CNSESZ,10580.023999999999,027-87922159,"www.neeq.com.cn,www.neeq.cc",,264,帝尔激光,464,801890,300776
汽车,0603655,80564329,常州朗博密封科技股份有限公司,CNSESH,10600,0519-82300228,,,265,朗博科技,464,801880,603655
电气设备,1300850,80399833,洛阳新强联回转支承股份有限公司,CNSESZ,10600,0379-65190122,,,266,新强联,464,801730,300850
计算机,1003005,81572749,北京竞业达数码科技股份有限公司,CNSESZ,10600,010-52168861,,,267,竞业达,464,801750,003005
化工,0603192,80585818,上海汇得科技股份有限公司,CNSESH,10666.6667,"021-37285599,021-37285501",,,268,汇得科技,464,801030,603192
家用电器,1300911,80713398,浙江亿田智能厨电股份有限公司,CNSESZ,10666.67,0575-83260370,,,269,亿田智能,464,801110,300911
电子,1300822,80713828,深圳贝仕达克技术股份有限公司,CNSESZ,10667,0755-84878561,,,270,贝仕达克,464,801080,300822
电气设备,1003021,81585826,深圳市兆威机电股份有限公司,CNSESZ,10667,0755-27323919,,,271,兆威机电,464,801730,003021
轻工制造,0605009,80705755,杭州豪悦护理用品股份有限公司,CNSESH,10667,0571-26291818,,,272,豪悦护理,464,801140,605009
建筑装饰,1300517,80189710,海波重型工程科技股份有限公司,CNSESZ,10672.6,027-87028626,,,273,海波重科,464,801720,300517
通信,0603236,80524320,上海移远通信技术股份有限公司,CNSESH,10701.6,021-51086236,,,274,移远通信,464,801770,603236
公用事业,0688096,80503891,江苏京源环保股份有限公司,CNSESH,10729.35,0513-85332929,"www.neeq.com.cn,www.neeq.cc",,275,京源环保,464,801160,688096
电子,1300650,80550796,太龙(福建)商业照明股份有限公司,CNSESZ,10735.16,0596-6783990,,,276,太龙照明,464,801080,300650
医药生物,1300583,80506282,山东赛托生物科技股份有限公司,CNSESZ,10745.5067,0530-2263536,,,277,赛托生物,464,801150,300583
房地产,1002968,80393013,重庆新大正物业集团股份有限公司,CNSESZ,10746.4,023-63809676,,,278,新大正,464,801180,002968
机械设备,1300720,80334113,广东海川智能机器股份有限公司,CNSESZ,10800,0757-22393588,,,279,海川智能,464,801890,300720
国防军工,0605123,80710285,无锡派克新材料科技股份有限公司,CNSESH,10800,0510-85585259,,,280,派克新材,464,801740,605123
机械设备,0688022,81113354,苏州瀚川智能科技股份有限公司,CNSESH,10800,0512-62819003,,,281,瀚川智能,464,801890,688022
机械设备,0603895,80565775,上海天永智能装备股份有限公司,CNSESH,10808,021-50675528,,,282,天永智能,464,801890,603895
化工,1002802,80362528,无锡洪汇新材料科技股份有限公司,CNSESZ,10834.65,0510-88721510,www.cninfo.com.cn,,283,洪汇新材,464,801030,002802
公用事业,1300631,80017945,江苏久吾高科技股份有限公司,CNSESZ,10862.3146,025-58109595,,,284,久吾高科,464,801160,300631
电子,1300656,80394711,深圳市民德电子科技股份有限公司,CNSESZ,10890,0755-86329828,,,285,民德电子,464,801080,300656
有色金属,1300828,80295214,天津锐新昌科技股份有限公司,CNSESZ,11028,022-58188588,www.neeq.com.cn,,286,锐新科技,464,801050,300828
农林牧渔,1300871,80275759,武汉回盛生物科技股份有限公司,CNSESZ,11050.701800000001,027-83235399,,,287,回盛生物,464,801010,300871
电子,0603297,80312598,宁波永新光学股份有限公司,CNSESH,11053,0574-87915353,,,288,永新光学,464,801080,603297
机械设备,1002870,80318402,广东香山衡器集团股份有限公司,CNSESZ,11067,0760-23320821,,,289,香山股份,464,801890,002870
休闲服务,0603199,80080276,安徽九华山旅游发展股份有限公司,CNSESH,11068,"0566-5578822,0566-5578829",www.sse.com.cn,,290,九华旅游,464,801210,603199
化工,1300690,80331715,山东双一科技股份有限公司,CNSESZ,11092.8979,0534-2267768,,,291,双一科技,464,801030,300690
机械设备,1300669,80555163,杭州沪宁电梯部件股份有限公司,CNSESZ,11105.189200000001,0571-88637676,,,292,沪宁股份,464,801890,300669
化工,0688199,80166974,天津久日新材料股份有限公司,CNSESH,11122.68,022-58330799,"www.neeq.com.cn,www.neeq.cc",,293,久日新材,464,801030,688199
有色金属,1000689,10001008,汕头宏业(集团)股份有限公司,CNSESZ,11128,0754-88893332,www.neeq.com.cn,,294,ST宏业,464,801050,000689
汽车,1300912,80364629,凯龙高科技股份有限公司,CNSESZ,11196.799999999999,0510-68937717,,,295,凯龙高科,464,801880,300912
商业贸易,0603031,80362295,安徽安德利百货股份有限公司,CNSESH,11200,0551-62631368,,,296,安德利,464,801200,603031
机械设备,0603269,80319583,江苏海鸥冷却塔股份有限公司,CNSESH,11251.8866,"0519-68022018,0519-68022185",,,297,海鸥股份,464,801890,603269
电子,0688508,80452459,无锡芯朋微电子股份有限公司,CNSESH,11280,0510-85217718,www.neeq.com.cn,,298,芯朋微,464,801080,688508
化工,1300856,80584079,南京科思化学股份有限公司,CNSESZ,11288,025-66987788,,,299,科思股份,464,801030,300856
农林牧渔,1300829,80278351,河南金丹乳酸科技股份有限公司,CNSESZ,11290.9092,0394-3196886,www.neeq.com.cn,,300,金丹科技,464,801010,300829
化工,1002986,81160020,湖南宇新能源科技股份有限公司,CNSESZ,11334,"0752-5962808,0752-5830309",,,301,宇新股份,464,801030,002986
医药生物,0605177,80153560,浙江东亚药业股份有限公司,CNSESH,11360,0576-89185661,,,302,东亚药业,464,801150,605177
汽车,1300473,80334365,阜新德尔汽车部件股份有限公司,CNSESZ,11391.5093,0418-3399169,www.cninfo.com.cn,,303,德尔股份,464,801880,300473
电气设备,1300745,80592234,深圳欣锐科技股份有限公司,CNSESZ,11459.235199999999,0755-86261588,,,304,欣锐科技,464,801730,300745
国防军工,0688311,80672678,成都盟升电子技术股份有限公司,CNSESH,11467,028-61773081,,,305,盟升电子,464,801740,688311
电子,1300709,80555101,江苏精研科技股份有限公司,CNSESZ,11555.986000000001,0519-69890866,,,306,精研科技,464,801080,300709
化工,0603810,80146069,江苏丰山集团股份有限公司,CNSESH,11623.360000000001,0515-83378869,,,307,丰山集团,464,801030,603810
休闲服务,0603136,80189505,江苏天目湖旅游股份有限公司,CNSESH,11654.896000000001,0519-87985901,,,308,天目湖,464,801210,603136
机械设备,1002871,80525114,青岛伟隆阀门股份有限公司,CNSESZ,11672.200000000001,0532-87901466,,,309,伟隆股份,464,801890,002871
电气设备,1300069,80142882,浙江金利华电气股份有限公司,CNSESZ,11700,"0579-82913366,0579-82913599",www.cninfo.com.cn,,310,金利华电,464,801730,300069
医药生物,1002873,80202054,贵阳新天药业股份有限公司,CNSESZ,11714.6883,0851-86298482,,,311,新天药业,464,801150,002873
机械设备,0688218,80545874,江苏北人机器人系统股份有限公司,CNSESH,11734,0512-62886165,,,312,江苏北人,464,801890,688218
国防军工,1002933,80525021,北京新兴东方航空装备股份有限公司,CNSESZ,11735,010-62804370,,,313,新兴装备,464,801740,002933
计算机,1300556,80204118,丝路视觉科技股份有限公司,CNSESZ,11772.682500000001,"0755-88321687,0755-88321338",www.cninfo.com.cn,,314,丝路视觉,464,801750,300556
